URL: /
 Timestamp: Wed Nov 15 2023 03:53:04 GMT-0600 (Central Standard Time)
::1 - - [28/Nov/2023:18:18:00 +0000] "GET /movies/genre/Drama HTTP/1.1" 500 22 "-" "PostmanRuntime/7.35.0"
::1 - - [28/Nov/2023:18:19:15 +0000] "GET /movies/genre/Drama HTTP/1.1" 500 22 "-" "PostmanRuntime/7.35.0"
::1 - - [28/Nov/2023:18:21:40 +0000] "GET /movies/director/Francis%20Ford%20Coppola HTTP/1.1" 500 22 "-" "PostmanRuntime/7.35.0"
::1 - - [28/Nov/2023:18:38:38 +0000] "GET /movies/genre/Drama HTTP/1.1" 200 51 "-" "PostmanRuntime/7.35.0"
::1 - - [28/Nov/2023:19:31:06 +0000] "GET /movies/director/Francis%20Ford%20Coppola HTTP/1.1" 200 62 "-" "PostmanRuntime/7.35.0"
::1 - - [28/Nov/2023:19:34:38 +0000] "POST /users HTTP/1.1" 200 77 "-" "PostmanRuntime/7.35.0"
::1 - - [28/Nov/2023:19:36:30 +0000] "PUT /users/1/Kill%20Bill HTTP/1.1" 200 104 "-" "PostmanRuntime/7.35.0"
::1 - - [28/Nov/2023:19:37:42 +0000] "DELETE /users/1/Kill%20Bill HTTP/1.1" 200 96 "-" "PostmanRuntime/7.35.0"
::1 - - [28/Nov/2023:19:38:43 +0000] "DELETE /users/1 HTTP/1.1" 200 77 "-" "PostmanRuntime/7.35.0"
::1 - - [28/Nov/2023:19:54:45 +0000] "PUT /users/1 HTTP/1.1" 200 80 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:21:18:54 +0000] "GET /songs HTTP/1.1" 200 19802 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:21:35:28 +0000] "GET /users HTTP/1.1" 200 959 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:21:38:42 +0000] "GET /songs/I'm%20Designer HTTP/1.1" 200 1911 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:21:41:43 +0000] "GET /songs/genre/Jazz HTTP/1.1" 200 4 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:06:29 +0000] "GET /songs/genre/Jazz HTTP/1.1" 200 4 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:06:49 +0000] "GET /songs/genre/Alternative%20Rock HTTP/1.1" 200 4 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:13:22 +0000] "GET /songs/genre/Alternative%20Rock HTTP/1.1" 200 4 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:15:46 +0000] "GET /songs/genre/Alternative%20Rock HTTP/1.1" 200 4 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:16:25 +0000] "GET /songs/genre/Jazz HTTP/1.1" 200 4 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:17:01 +0000] "GET /songs/genre/Jazz HTTP/1.1" 200 2500 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:26:52 +0000] "GET /songs/artist/Arctic%20Monkeys HTTP/1.1" 200 4 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:27:09 +0000] "GET /songs/genre/Jazz HTTP/1.1" 200 2500 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:27:45 +0000] "GET /songs/artist/Arctic%20Monkeys HTTP/1.1" 200 4 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:28:15 +0000] "GET /songs/artist/Arctic%20Monkeys HTTP/1.1" 200 2220 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:35:31 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:37:46 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:42:27 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:42:50 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:22:43:16 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:23:01:20 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:23:04:54 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.35.0"
::1 - - [04/Jan/2024:23:06:00 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.35.0"
::1 - - [05/Jan/2024:07:56:51 +0000] "PUT /users/user2 HTTP/1.1" 200 241 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:07:58:45 +0000] "PUT /users/user3 HTTP/1.1" 200 238 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:07:59:07 +0000] "PUT /users/user3 HTTP/1.1" 200 238 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:01:54 +0000] "PUT /users/user3 HTTP/1.1" 200 238 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:05:18 +0000] "GET /users/user2 HTTP/1.1" 200 241 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:13:54 +0000] "POST /users/user2/songs/657bb96bb2bf3a1ab14e836d HTTP/1.1" 200 268 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:19:10 +0000] "DELETE /users/user2/songs/657bb96bb2bf3a1ab14e836d HTTP/1.1" 200 241 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:25:07 +0000] "DELETE /users/user5 HTTP/1.1" 400 19 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:35:27 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:36:45 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:39:38 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:41:25 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:49:39 +0000] "POST /users HTTP/1.1" 500 42 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:50:13 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:56:24 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:08:57:14 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:09:01:29 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:09:07:37 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:09:08:25 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:09:14:59 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:09:16:05 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:09:30:16 +0000] "POST /users HTTP/1.1" 500 136 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:09:35:47 +0000] "POST /users HTTP/1.1" 201 133 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:09:43:33 +0000] "DELETE /users/testboi HTTP/1.1" 200 19 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:10:13:30 +0000] "GET /songs/genre/Jazz HTTP/1.1" 200 806 "-" "PostmanRuntime/7.36.0"
::1 - - [05/Jan/2024:10:27:04 +0000] "GET /songs/artist/Arctic%20Monkeys HTTP/1.1" 200 898 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:21:36:14 +0000] "GET /songs HTTP/1.1" 401 - "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:21:45:22 +0000] "POST /users HTTP/1.1" 500 111 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:21:47:06 +0000] "POST /users HTTP/1.1" 500 118 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:21:48:59 +0000] "POST /users HTTP/1.1" 201 176 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:21:53:04 +0000] "POST /login HTTP/1.1" 400 49 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:21:54:05 +0000] "POST /login HTTP/1.1" 400 49 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:21:56:05 +0000] "POST /login?Username=lucyTheCat&Password=oceanWhitefish HTTP/1.1" 200 398 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:21:59:19 +0000] "GET /songs HTTP/1.1" 200 19802 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:22:32:58 +0000] "GET /songs/I'm%20Designer HTTP/1.1" 200 1911 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:22:35:01 +0000] "GET /songs/genre/Jazz HTTP/1.1" 200 806 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:22:35:44 +0000] "GET /songs/artist/Arctic%20Monkeys HTTP/1.1" 200 898 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:22:37:34 +0000] "PUT /users/user3 HTTP/1.1" 400 18 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:22:39:21 +0000] "PUT /users/lucyTheCat HTTP/1.1" 200 176 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:22:42:25 +0000] "POST /users/lucyTheCat/songs/657c03adde622956d08ad2fe HTTP/1.1" 200 202 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:22:43:58 +0000] "DELETE /users/lucyTheCat/songs/657c03adde622956d08ad2fe HTTP/1.1" 200 176 "-" "PostmanRuntime/7.36.0"
::1 - - [07/Jan/2024:22:47:50 +0000] "DELETE /users/user2 HTTP/1.1" 400 18 "-" "PostmanRuntime/7.36.0"
127.0.0.1 - - [12/Jan/2024:11:18:11 +0000] "GET /songs HTTP/1.1" 200 19012 "-" "PostmanRuntime/7.36.0"
127.0.0.1 - - [12/Jan/2024:11:18:37 +0000] "POST /users HTTP/1.1" 400 26 "-" "PostmanRuntime/7.36.0"
127.0.0.1 - - [12/Jan/2024:11:18:47 +0000] "POST /users HTTP/1.1" 201 223 "-" "PostmanRuntime/7.36.0"
127.0.0.1 - - [12/Jan/2024:11:20:30 +0000] "POST /users HTTP/1.1" 400 21 "-" "PostmanRuntime/7.36.0"
127.0.0.1 - - [12/Jan/2024:11:20:43 +0000] "POST /users HTTP/1.1" 201 218 "-" "PostmanRuntime/7.36.0"
127.0.0.1 - - [12/Jan/2024:11:21:31 +0000] "POST /users HTTP/1.1" 201 218 "-" "PostmanRuntime/7.36.0"
127.0.0.1 - - [12/Jan/2024:11:22:04 +0000] "POST /users HTTP/1.1" 201 220 "-" "PostmanRuntime/7.36.0"
